STABBR,loan_ever,female,age_entry,md_faminc,md_earn_wne_p10
MT,0.9200000167,0.9700000286,23.1299991608,23687,NA
MT,0.9200000167,0.4900000095,25.0699996948,33463,39800
MT,0.9499999881,0.4900000095,21.6100006104,49742,39700
MT,0.9499999881,0.5400000215,23.0400009155,36634,34100
MT,NA,NA,NA,NA,NA
MT,0.8799999952,0.5099999905,24.9799995422,30602,35300
MT,0.9399999976,0.5099999905,22.3799991608,52101,38200
MT,0.4900000095,0.6100000143,26.8899993896,12334,24100
MT,0.8600000143,0.5699999928,23.3799991608,35528,31700
NE,0.9399999976,0.9499999881,20.2299995422,39738.5,16000
NE,0.9599999785,0.5500000119,30.5300006866,46109,52200
NE,0.9900000095,0.9200000167,24.4899997711,60085.5,48100
NE,0.9900000095,0.8999999762,26.2299995422,49522,50500
NE,0.6100000143,0.6399999857,24.8600006104,30659,28000
NE,0.8500000238,0.5699999928,22.0200004578,44918,37500
NE,0.9399999976,0.9499999881,21.3400001526,39015,18100
NE,0.9700000286,0.5099999905,20.0900001526,68665,36600
NE,0.9700000286,0.6399999857,20.8099994659,80669.5,57800
NE,0.9599999785,0.6000000238,22.6000003815,56267,42300
NE,0.9200000167,0.5899999738,23.5,49345.5,33400
NE,0.9700000286,0.4799999893,19.8400001526,72062,40400
NE,1,0.8899999857,27.6299991608,70878,NA
NE,0.9700000286,0.8199999928,24.4400005341,15708,15400
NE,0.9200000167,0.5699999928,20.9799995422,55165.5,38800
NE,0.6499999762,0.7699999809,27.2600002289,16020.5,34400
NE,0.9800000191,0.8999999762,24.7700004578,48876,43900
NE,0.3700000048,0.6499999762,26.8799991608,18649,28300
NE,0.6499999762,0.6100000143,24.2399997711,29893,29400
NE,0.9700000286,0.5600000024,20.7099990845,64320,40100
NE,0.9200000167,0.4600000083,20.2399997711,51044,23800
NE,0.9100000262,0.5500000119,21.6700000763,57671,41800
NE,0.6499999762,0.7699999809,27.2600002289,16020.5,34400
NE,0,0.5600000024,30.0599994659,7066,17400
NE,0.9800000191,0.8000000119,23.9099998474,46618.5,64200
NE,0.9800000191,0.6000000238,20.8799991608,74606,45500
NE,0.9499999881,0.5,20.2800006866,72140.5,43800
NE,0.75,0.5199999809,23.1800003052,36363,33000
NE,0.8999999762,0.5500000119,23.9799995422,44752.5,35800
NE,0.9800000191,1,26.25,35766,35800
NE,0.8000000119,0.5199999809,23.7199993134,37753.5,35200
NE,0.9599999785,0.6000000238,21.0900001526,49856,33300
NE,0.9100000262,0.7099999785,27.4300003052,16523.5,33300
NE,0.9499999881,0.5,20.2800006866,72140.5,43800
NE,0.9399999976,0.5600000024,20.8999996185,54876.5,36400
NE,NA,NA,NA,NA,NA
NE,0.4499999881,0.6399999857,25.2099990845,23474,26500
NE,0.9700000286,0.5400000215,20.0300006866,60482,32300
NV,0.9499999881,0.9300000072,26.5599994659,24349.5,19400
NV,0.8799999952,0.8399999738,30.5499992371,21380,26800
NV,0.3600000143,0.6800000072,27.3299999237,20342.5,31900
NV,0.9700000286,0.4600000083,24.7299995422,35404,25200
NV,0.9300000072,0.8000000119,29.5300006866,20724,24800
NV,0.8600000143,0.9499999881,26.4200000763,21078.5,20100
NV,NA,NA,NA,NA,NA
NV,0.8299999833,0.5899999738,22.7999992371,36398.5,43500
NV,0.8600000143,0.5899999738,23.0599994659,45534,45500
NV,0.4799999893,0.7599999905,28.1299991608,21517,32000
NV,NA,NA,NA,NA,NA
OR,NA,NA,NA,NA,NA
NV,0.9599999785,0.1700000018,24.75,39241,45400
NV,0.9800000191,0.5199999809,24.2800006866,43182,42500
NV,0.5,0.6600000262,27.25,21665,32500
NV,0.4099999964,0.7099999785,28.9799995422,22799,28400
NH,0.9900000095,0.6800000072,19.5900001526,90572,38600
NH,0.9700000286,1,21.8199996948,48049,22000
NH,0.9900000095,0.25,21.5499992371,74352,51900
NH,0.9599999785,0.5,20.2000007629,78815,67100
NH,0.8700000048,0.9700000286,23.9599990845,32623,18700
NH,0.8999999762,0.9399999976,25.0900001526,26866,18400
NH,0.9900000095,0.5600000024,22.5100002289,68287,38000
NH,1,0.3199999928,26.7800006866,9040.5,NA
NH,0.9599999785,0.7099999785,27.1000003815,31258,30900
NH,0.9700000286,0.9399999976,23.4699993134,28208,NA
NH,0.9399999976,0.6100000143,31,42701,NA
NH,0.9200000167,0.9399999976,24.3400001526,35932,22200
NH,0.9900000095,0.5400000215,22.6000003815,72232.5,35600
NH,0.9399999976,1,24.4599990845,30708,NA
NH,0.9700000286,0.6200000048,24.4699993134,56925,41800
NH,0.9499999881,0.8899999857,29.0200004578,32964,NA
ME,0.9499999881,0.8899999857,29.0200004578,32964,NA
NH,0.9900000095,0.5699999928,20.0300006866,88997,47300
NH,0.9800000191,0.5799999833,20.0200004578,83694,39900
NH,0.9900000095,0.5699999928,20.0300006866,88997,47300
NH,0.9900000095,0.5,19.9200000763,83925,37700
NH,0.9300000072,0.6000000238,23.7700004578,51891,37700
NH,0.8600000143,0.5600000024,25.6000003815,34604,31000
NH,NA,NA,NA,NA,NA
NH,NA,NA,NA,NA,NA
NH,0.8700000048,0.6000000238,25.0900001526,40262,33300
NH,0.8700000048,0.6600000262,26.75,36292,34500
NH,NA,NA,NA,NA,NA
NH,1,0.9399999976,24.5699996948,36982,NA
NH,0.9900000095,0.7900000215,23.3199996948,77445,42800
NH,0.9900000095,0.5699999928,19.4200000763,101953,55300
NH,0.9300000072,0.8500000238,32.5200004578,37954,41400
NH,0.9100000262,0.7900000215,33.0600013733,35044,32100
NH,0.9200000167,0.5899999738,20.4500007629,74918,NA
NJ,0.9200000167,0.8600000143,31.0900001526,24868,29400
NJ,0.3700000048,0.6200000048,25.3099994659,24015,28800
NJ,0.8999999762,0.9300000072,27.1599998474,24845,31000
NJ,0.3300000131,0.5799999833,23.4300003052,25394.5,35500
NJ,0.9300000072,0.7099999785,22.9200000763,36173,36600
NJ,0.1099999994,0.0099999998,22.5200004578,11534,23000
NJ,0.8799999952,0.6600000262,24.3199996948,32407,39000
NJ,0.5500000119,0.5899999738,23.5499992371,32382,32900
NJ,0.3600000143,0.6800000072,24.5599994659,29966,34600
NJ,0.9300000072,0.6999999881,24.4699993134,50740,46200
NJ,0.4499999881,0.6499999762,24.7900009155,25247,31900
NJ,0.9900000095,0.6899999976,25.3899993896,64948,41600
NJ,0.6800000072,0.0199999996,30.8700008392,31835,NA
NJ,0.9300000072,0.5400000215,27.75,25292.5,49200
NJ,0.9399999976,0.7900000215,26.3099994659,15850.5,36200
NJ,NA,NA,NA,NA,29200
NJ,NA,NA,NA,NA,NA
NJ,0.75,0.8799999952,25,8229.5,16800
NJ,0.8500000238,0.8100000024,28.3700008392,32893,NA
NJ,0.6000000238,0.5600000024,22.8700008392,40424,40200
NJ,0.4099999964,0.6800000072,24.3700008392,23393,31600
NJ,0.9900000095,0.0399999991,25.7800006866,34939.5,48700
NJ,0.1800000072,0.8199999928,30.4799995422,8923,25200
NJ,0.9800000191,0.6000000238,19.3999996185,94248,50900
NJ,1,0.6399999857,21.4300003052,83968,NA
NJ,0.9599999785,0.0299999993,24.6800003052,37628.5,42700
NJ,0,0.6600000262,25.3600006104,16125,31000
NJ,0.8199999928,0.8700000048,27.6499996185,15598.5,21400
NJ,0.9599999785,0.5899999738,22.4300003052,57373,46800
NJ,0.9300000072,0.7900000215,25.3899993896,48610,41400
NJ,0.9599999785,0.5899999738,22.4300003052,57373,46800
NJ,0.8899999857,0.0599999987,31.7399997711,12501.5,NA
NJ,0.9700000286,0.9399999976,24.0699996948,59396,45700
NJ,0.9599999785,0.5400000215,21.3400001526,74007.5,48800
NJ,0.5400000215,0.6200000048,23.7900009155,32279.5,34200
NJ,0.9900000095,0.8199999928,24.3099994659,18532.5,16500
NJ,0.8799999952,0.8799999952,29.4500007629,17187,27900
NJ,0.9599999785,0.8399999738,30.9200000763,34991.5,34800
NJ,0.9300000072,0.8299999833,29.5499992371,40196,66400
NJ,0.1599999964,0.6399999857,25.2199993134,16609,28500
NJ,0.8100000024,0.6399999857,24.5400009155,30520,41900
NJ,0.9399999976,0.150000006,23.1499996185,51650,NA
NJ,0.8999999762,0.6299999952,22.9500007629,44190,46800
NJ,0.8500000238,0.9100000262,29.1599998474,15480,22800
NJ,0.9399999976,0.0399999991,23.9099998474,29412,37300
NJ,0.9499999881,0.9399999976,25.1399993896,42693.5,21900
NJ,0.349999994,0.6200000048,25.4500007629,23210,33700
NJ,0.4199999869,0.6000000238,23.6900005341,26622.5,36200
NJ,0.9800000191,0.5899999738,20.3199996948,91415.5,50300
NJ,0.9100000262,0.6200000048,21.6599998474,53696,48700
NJ,0.9700000286,0.8500000238,30.3600006104,46393.5,NA
NJ,0.9200000167,0.8299999833,30.2700004578,47152,66900
NJ,0.9300000072,0.6200000048,26.9300003052,26424,36600
NJ,0.7099999785,0.8500000238,25.2199993134,7213.5,17900
NJ,NA,NA,NA,NA,NA
NJ,0.8600000143,0.9100000262,30.9300003052,13902,15000
NJ,0.8600000143,0.200000003,21.5300006866,43773,65300
NJ,0.5500000119,0.6100000143,23.3999996185,32034,31700
NJ,0.8700000048,0.9200000167,28.1900005341,15102,23100
NJ,0.9100000262,0.9200000167,23.1499996185,34337,21600
NJ,0.9499999881,0.8899999857,28.1800003052,25638,16500
NJ,0.0599999987,0.6600000262,25.5699996948,17540.5,26700
NJ,0.9499999881,0.1299999952,25.3600006104,25585,36000
NJ,1,0.5500000119,26.3299999237,14008.5,NA
NJ,0.6800000072,0.4699999988,20.0400009155,50686,75100
NJ,0.0099999998,0.0099999998,18.7800006866,31636,25800
NJ,0.9599999785,0.6000000238,20.7299995422,79102,48700
NJ,0.8199999928,0.8999999762,28.4500007629,19079.5,13500
NJ,0.9900000095,0.5899999738,20.8099994659,81460,48100
NJ,0.8299999833,0.9200000167,25.4400005341,23050,20400
NJ,0.9300000072,0.5400000215,20.9799995422,59041,54800
NJ,0.9300000072,0.5400000215,20.9799995422,59041,54800
NJ,0.9300000072,0.5400000215,20.9799995422,59041,54800
NJ,NA,NA,NA,NA,NA
NJ,NA,NA,NA,NA,NA
NJ,0.8899999857,0.5400000215,21.9400005341,42545,44500
NJ,0.2899999917,0.7099999785,26.3999996185,22829,25800
NJ,0.9599999785,0.5899999738,20.7700004578,69730,53300
NJ,0.7099999785,0.7799999714,28.9300003052,25365,NA
NJ,0.9399999976,0.9700000286,22.7700004578,59884,44900
NJ,0.4399999976,0.6200000048,24.8999996185,31319.5,38300
NJ,0.9800000191,0.2399999946,19.5400009155,87408,82800
NJ,0.9499999881,0.5899999738,22.0900001526,64554.5,46800
NJ,0,0,19.2299995422,28951,NA
NJ,0.9599999785,0.0199999996,24.5599994659,34147,47700
NJ,0.8100000024,0.6200000048,33.8199996948,36056,49100
NJ,0.9599999785,0.5799999833,19.8899993896,96654.5,56800
NJ,0.9100000262,0.8700000048,27.5200004578,23675,28300
NJ,0.2099999934,0.6899999976,26.2399997711,20639,32300
NJ,0.9399999976,0.5600000024,21.2399997711,54969,44300
NM,0.8500000238,0.9300000072,26.5100002289,18384.5,16600
NM,0.5600000024,0.6100000143,26.9899997711,18144,30200
NM,0,0.4900000095,26.1599998474,11349,19400
NM,0.8199999928,0.9200000167,26.2999992371,15262,16700
NM,0.75,0.6000000238,23.5100002289,26390.5,33800
NM,0.3199999928,0.6999999881,25.2099990845,19200,25800
NM,0.5600000024,0.5799999833,24,24637,30200
NM,0.5600000024,0.5799999833,24,24637,30200
NM,0.1299999952,0.4600000083,26.9500007629,11564,21300
NM,0.7099999785,0.5899999738,26.0900001526,25447,35100
NM,0.3700000048,0.6200000048,23.6599998474,21292,28100
NM,0.349999994,0.2099999934,19.5900001526,35888.5,39100
NM,0.7300000191,0.6200000048,23.9699993134,26437,35900
NM,0.7699999809,0.3199999928,21.5200004578,42214,52800
NM,0.7300000191,0.6200000048,23.9699993134,26437,35900
NM,0.7300000191,0.6200000048,23.9699993134,26437,35900
NM,0.75,0.6000000238,23.5100002289,26390.5,33800
NM,0.75,0.6000000238,23.5100002289,26390.5,33800
NM,0.75,0.6000000238,23.5100002289,26390.5,33800
NM,0.75,0.6000000238,23.5100002289,26390.5,33800
NM,0.7300000191,0.6200000048,23.9699993134,26437,35900
NM,0.1800000072,0.6600000262,26.7299995422,18145.5,27400
NM,0.400000006,0.6399999857,26.1900005341,20102,30700
NM,0.4099999964,0.6700000167,27.8899993896,17249.5,30700
NM,0.9499999881,0.6000000238,26.7600002289,40207,36200
NM,0.8799999952,0.6100000143,24.3199996948,26887,40600
NM,NA,NA,NA,NA,NA
NM,0,0.5500000119,24.7099990845,14962,20500
NM,0.7300000191,0.6200000048,23.9699993134,26437,35900
NM,0,0.5299999714,29.0499992371,10573,18200
NM,NA,NA,NA,NA,NA
NM,0.6499999762,0.6100000143,25.5699996948,20117,31200
NY,0.8299999833,0.1199999973,22.75,23841,50000
NY,0.9499999881,0.7400000095,23.1299991608,54115,50600
NY,0.6700000167,0.6100000143,23.1000003815,35052,32300
NY,0.1099999994,0.6700000167,39.7099990845,12010,29100
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
NY,0.9900000095,0.5500000119,21.0599994659,80225,110600
NY,1,0.5299999714,25.2299995422,9076,71200
NY,1,0.6200000048,26.1399993896,4442.5,201200
NY,0.9900000095,0.4600000083,19.8799991608,69334,42300
NY,0.8100000024,0.8999999762,28.3500003815,11588.5,26900
NY,0.8700000048,0.7300000191,20.8400001526,37887,NA
NY,0.9499999881,0.6399999857,21.9500007629,47900,30200
NY,0.8600000143,0.6499999762,28.6499996185,24507.5,36400
NY,NA,NA,NA,NA,NA
NY,0.9800000191,0.6299999952,20.1200008392,67039,25300
NY,0.8399999738,0.0399999991,26.6200008392,12931.5,34600
NY,0.9300000072,0.8799999952,26.2900009155,39999,NA
NY,0,0.9900000095,19.7099990845,25670,11300
NY,0.8700000048,0.9100000262,25.4799995422,19693.5,18400
NY,1,0.9300000072,28.8500003815,20767,NA
NY,0.9800000191,0.5799999833,19.7299995422,86752.5,35700
NY,0.9399999976,0.9900000095,19.2399997711,77701,57400
NY,0.8799999952,0.0199999996,29.6000003815,14294,33700
NY,0.9499999881,0.7200000286,23.0499992371,30139.5,39100
NY,0.9499999881,0.7200000286,23.0499992371,30139.5,39100
NY,0,0,18.3199996948,22244.5,NA
NY,0,0,17.9400005341,13607.5,NA
NY,0.8700000048,0.7400000095,29.4500007629,39378,NA
NY,0.8700000048,0.9700000286,30.2099990845,17466,18100
NY,0.1299999952,0.75,29.2299995422,14791,29900
NY,0.0299999993,0.6899999976,35.5200004578,9300,28800
NY,0.9700000286,0.5,23.6599998474,33683,39000
NY,NA,NA,NA,NA,39000
NY,0.9300000072,0.9700000286,25.9899997711,31487.5,21300
NY,NA,NA,NA,NA,NA
NY,1,0.5099999905,25.5100002289,9155,97400
NY,0.6600000262,0.5699999928,23.3199996948,31802.5,31000
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
NY,0.8399999738,0.8999999762,28.2900009155,27693,28300
NY,0.9700000286,0.5799999833,19.7000007629,78118,45700
NY,0.8500000238,0.9499999881,27.3700008392,24650.5,28300
NY,0.8899999857,0.6600000262,28.6000003815,32025,88700
NY,0.8100000024,0.6000000238,24.1599998474,32540,30400
NY,0.9599999785,0.8000000119,20.1800003052,54278,31900
NY,0,0.0099999998,19.0400009155,24339,22200
NY,0.6000000238,0.9399999976,29.8400001526,6617.5,NA
NY,NA,NA,NA,NA,NA
NY,0.9800000191,0.3899999857,23.0400009155,35942,NA
NY,0.9800000191,0.2399999946,19.5599994659,82272,68400
NY,0.7400000095,0.5500000119,23.1000003815,35623.5,29500
NY,0.9700000286,0.8399999738,32.6100006104,36771.5,87700
NY,NA,NA,NA,NA,NA
NY,0.9700000286,0.5799999833,19.2900009155,91654,61500
NY,0.9300000072,0.7400000095,30.8799991608,24616.5,37300
NY,0.9800000191,0.5500000119,23.7600002289,30939,72900
NY,0.5799999833,0.6399999857,24.0499992371,28427,31700
NY,0.9300000072,0.9599999785,28.7000007629,16698,15000
NY,0.9499999881,0.5899999738,22.4500007629,64277,45300
NY,1,0.9499999881,26.0200004578,17022,17200
NY,0.8199999928,0.9499999881,26.2399997711,20823,16100
NY,0.4799999893,0.9499999881,26.6700000763,14739.5,18000
NY,0.8100000024,0.4199999869,20.3400001526,46772,53700
NY,0.9700000286,0.5099999905,19.7999992371,81957,70900
NY,NA,NA,NA,NA,70900
NY,0.7699999809,0.5699999928,24.5599994659,28853,31000
NY,0.8899999857,0.8799999952,28.3099994659,39761,58500
NY,0.9800000191,0.3799999952,22.4300003052,61606,41600
CA,0.9800000191,0.3799999952,22.4300003052,61606,41600
TX,NA,NA,NA,NA,41600
NY,0.3100000024,0.5600000024,21.7700004578,21425,54000
NY,0.2300000042,0.6100000143,23.7099990845,17424,34900
NY,0.1400000006,0.6299999952,24.5699996948,15061,31900
NY,0.4399999976,0.6200000048,23.25,19691,44500
NY,0.4300000072,0.6000000238,22.3500003815,27650,41600
NY,0.400000006,0.5199999809,23.1100006104,20534,44500
NY,0.8600000143,0.6700000167,32.5200004578,15555,NA
NY,0.0399999991,0.7300000191,26.0900001526,13848,29800
NY,0.4399999976,0.7099999785,22.4400005341,22554,44800
NY,0.3700000048,0.6299999952,21.2199993134,23126,43700
NY,0.1700000018,0.5899999738,23.1700000763,19623.5,35300
NY,0.1400000006,0.6499999762,24.7600002289,17195,33000
NY,0.400000006,0.7400000095,24.7099990845,20048.5,41500
NY,0.200000003,0.7599999905,26.3799991608,18151,35900
NY,0.2099999934,0.5099999905,22.9099998474,20595,37700
NY,0.3700000048,0.6299999952,23.0300006866,22794.5,48000
NY,0.1899999976,0.5799999833,22.8099994659,22120,35900
NY,1,0.6499999762,27.3299999237,3498,62000
NY,0.2300000042,0.6700000167,24.1800003052,21863,38200
NY,0.8799999952,0.5,23.1499996185,49900.5,NA
NY,0.9800000191,0.7799999714,24.3999996185,37451,48300
NY,0.9700000286,0.7699999809,21.7800006866,56566,42900
NY,NA,NA,NA,NA,NA
NY,0.9800000191,0.6499999762,22.8099994659,50370,51000
NY,0.9499999881,0.6100000143,21.6000003815,51876,43000
NY,0.4699999988,0.6000000238,23.6399993896,30034,31600
NY,0.7799999714,0.8700000048,31.4799995422,40646,NA
NY,0.8399999738,0.8600000143,30.3199996948,15941,22700
NY,0.9900000095,0.7099999785,20.9300003052,73671,43600
NY,0.6700000167,0.5299999714,24,28256,31800
NY,0.8299999833,0.8399999738,21.7900009155,48502,44100
NY,0.7400000095,0.5500000119,23.9500007629,33799,29800
NY,0.9200000167,0.3799999952,20.8199996948,61243,33800
NY,0.9499999881,0.6499999762,20.0900001526,74870,55400
NY,0.8100000024,0.4900000095,25.1399993896,28452,42300
NY,0.6499999762,0.5699999928,23.7900009155,28980,28500
NY,0.9499999881,0.6299999952,26.9099998474,27503,38800
NY,NA,NA,NA,NA,NA
NY,0.6499999762,0.6499999762,24.3600006104,31395.5,29700
NY,0.9700000286,0.5,19.3700008392,99145,57300
NY,0.9800000191,0.5500000119,19.5200004578,77126,46100
NY,0.8299999833,0.9399999976,36.2299995422,51345.5,82100
NY,0.8000000119,0.5699999928,22.5499992371,36354,30300
NY,0.9599999785,0.6000000238,22.5699996948,47181,39000
NY,0.9800000191,0.5400000215,19.3799991608,95616.5,48600
NY,0.9599999785,0.5600000024,20.4200000763,74751,53200
NY,0.9499999881,0.6700000167,23.0799999237,62241.5,39200
NY,0.7300000191,0.4900000095,23.0300006866,36637,36200
NY,0.6899999976,0.8000000119,30.8600006104,6594.5,25900
NY,0.1700000018,0.200000003,28.8899993896,20169,42400
NY,0.9499999881,0.1000000015,22.8199996948,29183,29600
NY,0.9399999976,0.5400000215,19.9899997711,79521,52700
NY,0.8799999952,0.9100000262,33.2400016785,32742.5,37400
NY,0.8799999952,0.1400000006,26.7600002289,41779,41300
NY,0.9900000095,0.5500000119,19.4200000763,92718,50400
NY,0.5600000024,0.5899999738,23.5300006866,33014,29300
NY,0.7099999785,0.8000000119,27.3500003815,23636,23200
NY,0.6100000143,0.6499999762,23.8099994659,29165.5,30100
NY,1,0.6600000262,19.75,115869,NA
NY,0.9300000072,0.4600000083,20.1900005341,63553.5,30100
NY,0.9599999785,0.5299999714,26.5300006866,27532,34100
NY,0,0,17.8500003815,13112,NA
NY,0.9700000286,0.6899999976,24.8899993896,56190,43300
NY,0.9700000286,0.9200000167,20.0200004578,69085,48900
NY,0.9800000191,0.6200000048,21.5200004578,62276,48800
NY,0.0199999996,0.6999999881,24.6800003052,15328,46000
NY,0.9800000191,0.6899999976,21.9799995422,39528,46000
NY,0.8799999952,0.9800000191,27.1900005341,17248,19900
NY,0.150000006,0.7099999785,34.8800010681,13056,17600
NY,0.9800000191,0.6899999976,21.9799995422,39528,46000
NY,0.9800000191,0.6899999976,21.9799995422,39528,46000
NY,0,0.0299999993,19.6100006104,15548,NA
NY,0.7699999809,0.8899999857,29,8733,30200
NY,0.9599999785,0.5299999714,19.7199993134,94555,63600
NY,0.9900000095,0.5,20.8700008392,57440,22700
NY,0.9700000286,0.6999999881,19.8500003815,68915,46300
NY,0.9200000167,0.8700000048,30.1900005341,31068,40600
NY,0.8999999762,0.8500000238,31.9799995422,29294,NA
NY,0.9599999785,0.5899999738,20.7600002289,104976.5,54400
NY,0.8799999952,0.9399999976,25.1399993896,15794,19000
NY,0.9599999785,0.75,20.1200008392,75779,39500
NY,0.9599999785,0.6499999762,25.6499996185,50094,38200
NY,0.9300000072,0.8199999928,29.4699993134,28093,NA
NY,NA,NA,NA,NA,NA
NY,0.8000000119,0.6999999881,25.7099990845,28188,38000
NY,0,0,20.9799995422,24649,NA
NY,0,0.0399999991,19.1900005341,33056.5,NA
NY,0,0,19.2399997711,27608,NA
NY,0.8100000024,0.8500000238,36.2299995422,30108,55900
NY,0.8299999833,0.9800000191,27.8899993896,14809.5,16800
NY,0.8100000024,0.8100000024,29.2299995422,15917,22100
NY,0,0.0099999998,19.3999996185,18480.5,14100
NY,0.9300000072,0.0399999991,27.0799999237,22685.5,28900
NY,0.6800000072,0.5299999714,22.7199993134,31571,30300
NY,0.9599999785,0.75,23.7900009155,58419,57500
NY,0.7799999714,0.6999999881,25.3700008392,15200,27700
NY,0.6499999762,0.5699999928,23.8999996185,28734.5,31200
NY,0.9599999785,0.7599999905,22.4400005341,69110,47600
NY,0.9700000286,0.6999999881,20.7700004578,53055.5,51900
NY,1,0.5199999809,25.3899993896,8188,NA
NY,0.4199999869,0.5699999928,22.9400005341,30411.5,36800
NY,0.9800000191,0.7699999809,21.2600002289,76650,43900
NY,1,0.5,24.7700004578,20508,NA
NY,0.5400000215,0.8399999738,32.3600006104,18962,37400
NY,0.9700000286,0.6899999976,22.9200000763,48618,39400
NY,NA,NA,NA,NA,30900
NY,1,0.4799999893,29.0799999237,8304,NA
NY,NA,NA,NA,NA,NA
NY,1,0.5799999833,25.3400001526,10464.5,73000
NY,1,0.5,24.9200000763,7108.5,169600
NY,0.8399999738,0.8899999857,28.2000007629,14752,31800
NY,NA,NA,NA,NA,NA
NY,0.9700000286,0.6399999857,20.7299995422,74827,58800
NY,0.6899999976,0.6000000238,23.6499996185,36917,31000
